Record_ID,Customer_ID_record,Canonical_Customer_ID,Customer_Name,Email,Phone,City,Address,Product_ID,Product_Name,Category,Seller_Name,Quantity,Price_per_item,Discount(%),Shipping_Charges,Final_Price,Payment_Method,Delivery_Status,Order_Date,Customer_Rating,Coupon_Code,Device_Used
R0211,CR9446,C1014,R. Kumar,rkumar@ecom.in,9.16137E+11,Noida,"Flat 32, Block E, Noida",P2420,Cookbook,Books,MegaMart,4,9427.88,8.28,142,34731.01,Debit Card,Cancelled,08-07-2025,4,,Tablet
R0212,CR9388,C1076,Kumar Mehta,kumarmehta@mail.in,9.19072E+11,Kolkata,"Flat 123, Block E, Kolkata",P1254,Shirt,Home Decor,MegaMart,1,329.9,14.55,96,377.9,Net Banking,Delivered,22-05-2025,4,FESTIVE20,Tablet
R0213,CR4019,C1035,Amit Sharma,amitsharma@shop.in,9.16176E+11,Chennai,"Flat 256, Block C, Chennai",P2706,Face Cream,Groceries,EcomStore,1,6107.07,11.06,9,5440.63,Net Banking,Pending,18-04-2025,4,NEWUSER10,Tablet
R0214,CR1835,C1070,S. Patel,spatel@ecom.in,9.17327E+11,Hyderabad,"Flat 69, Block B, Hyderabad",P3793,Face Cream,Clothing,ShopKart,4,14318.39,26.64,89,42104.88,Credit Card,Pending,23-06-2025,,,Mobile
R0215,CR7811,C1015,R. Kumar,rkumar@gmail.com,9.19112E+11,Bangalore,"Flat 214, Block A, Bangalore",P3901,Yoga Mat,Electronics,MegaMart,3,6517.5,7.78,55,18086.32,Net Banking,Cancelled,22-07-2025,5,,Tablet
R0216,CR2381,C1059,S. Patel,spatel@gmail.com,9.16791E+11,Kolkata,"Flat 249, Block D, Kolkata",P2140,Shirt,Books,MegaMart,2,5276.8,29.7,41,7460.18,Credit Card,Delivered,05-07-2025,2,FESTIVE20,Laptop
R0217,CR9283,C1079,A. Sharma,asharma@gmail.com,9.1646E+11,Lucknow,"Flat 166, Block C, Lucknow",P2598,Wireless Headphones,Beauty,MegaMart,1,1856.63,20.24,42,1522.85,Credit Card,Pending,25-06-2025,1,FREESHIP,Laptop
R0218,CR6616,C1072,S. Iyer,siyer@ecom.in,9.17017E+11,Delhi,"Flat 237, Block C, Delhi",P1276,Wireless Headphones,Electronics,DealHub,3,11004.03,13.94,54,28464.2,Net Banking,Delivered,21-02-2025,,FREESHIP,Mobile
R0219,CR1203,C1067,K. Mehta,kmehta@gmail.com,9.19349E+11,Mumbai,"Flat 63, Block D, Mumbai",P2042,Face Cream,Home Decor,EcomStore,2,4455.17,18.46,80,7345.49,Net Banking,Delivered,06-04-2025,1,NEWUSER10,Laptop
R0220,CR7784,C1009,Amith S.,amiths@mail.in,9.19062E+11,Kolkata,"Flat 209, Block A, Kolkata",P2311,Shirt,Electronics,EcomStore,4,7365.76,24.85,26,22167.47,UPI,Delivered,01-04-2025,5,NEWUSER10,Mobile
R0221,CR4483,C1075,Sanjay I.,sanjayi@ecom.in,9.18207E+11,Kolkata,"Flat 420, Block B, Kolkata",P2061,Wireless Headphones,Electronics,EcomStore,1,3811.13,29.17,34,2733.42,Debit Card,Delivered,07-04-2025,4,,Mobile
R0222,CR7130,C1033,R. Kumar,rkumar@ecom.in,9.18604E+11,Noida,"Flat 351, Block D, Noida",P3665,Cookbook,Beauty,MegaMart,2,4780.15,29.37,145,6897.44,Debit Card,Pending,04-01-2025,,NEWUSER10,Tablet
R0223,CR8890,C1068,Sneha P.,snehap@shop.in,9.17198E+11,Pune,"Flat 74, Block C, Pune",P2602,Cookbook,Beauty,ShopKart,4,3457.33,11.35,65,12324.69,Net Banking,Pending,24-07-2025,1,,Laptop
R0224,CR9257,C1051,Diya K.,diyak@gmail.com,9.19911E+11,Chennai,"Flat 168, Block C, Chennai",P2502,Shirt,Electronics,DealHub,1,12903.18,26.12,5,9537.87,Credit Card,Delivered,17-03-2025,1,FESTIVE20,Mobile
R0225,CR3886,C1055,D. Kumar,dkumar@ecom.in,9.17416E+11,Noida,"Flat 313, Block E, Noida",P1492,Shirt,Home Decor,DealHub,2,2514.16,23.79,79,3911.08,COD,Cancelled,24-03-2025,5,FESTIVE20,Tablet
R0226,CR4861,C1004,Diya K.,diyak@shop.in,9.17228E+11,Noida,"Flat 396, Block A, Noida",P2580,Wireless Headphones,Groceries,ShopKart,3,1771.96,24.4,129,4147.81,Net Banking,Delivered,08-01-2025,5,NEWUSER10,Mobile
R0227,CR3500,C1052,Amit Sharma,amitsharma@shop.in,9.18075E+11,Pune,"Flat 163, Block B, Pune",P3561,Lamp,Home Decor,ShopKart,4,1779.33,21.24,44,5649.6,Net Banking,Delivered,10-07-2025,5,FREESHIP,Laptop
R0228,CR4483,C1000,Sanjay I.,sanjayi@mail.in,9.18389E+11,Delhi,"Flat 358, Block B, Delhi",P2226,Wireless Headphones,Electronics,ShopKart,3,14621.7,29.39,90,31063.15,Net Banking,Cancelled,27-02-2025,1,FREESHIP,Tablet
R0229,CR3283,C1025,D. Kumar,dkumar@shop.in,9.1963E+11,Mumbai,"Flat 76, Block D, Mumbai",P1501,Cookbook,Electronics,EcomStore,2,13725.37,29.53,132,19476.54,Debit Card,Delivered,13-05-2025,2,FESTIVE20,Tablet
R0230,CR6785,C1009,A. Sharma,asharma@gmail.com,9.16502E+11,Pune,"Flat 174, Block A, Pune",P2930,Face Cream,Home Decor,EcomStore,4,5141.76,11.36,84,18314.62,Net Banking,Pending,25-02-2025,5,,Mobile
R0231,CR2081,C1045,Kumar Mehta,kumarmehta@mail.in,9.18289E+11,Delhi,"Flat 73, Block A, Delhi",P3558,Wireless Headphones,Home Decor,MegaMart,1,11081.38,20.64,71,8865.18,COD,Delivered,10-07-2025,4,NEWUSER10,Tablet
R0232,CR4549,C1002,R. Kumar,rkumar@gmail.com,9.17826E+11,Pune,"Flat 53, Block B, Pune",P1825,Yoga Mat,Clothing,EcomStore,2,1031.97,23.69,102,1676.99,Net Banking,Delivered,17-01-2025,3,NEWUSER10,Mobile
R0233,CR4787,C1006,S. Iyer,siyer@ecom.in,9.16931E+11,Delhi,"Flat 243, Block A, Delhi",P2802,Face Cream,Clothing,EcomStore,4,6829.98,15.14,137,23320.68,UPI,Pending,07-02-2025,1,FESTIVE20,Laptop
R0234,CR8633,C1049,K. Mehta,kmehta@shop.in,9.19806E+11,Lucknow,"Flat 35, Block D, Lucknow",P3040,Face Cream,Clothing,EcomStore,1,1786.89,15.59,106,1614.31,COD,Delivered,04-05-2025,4,,Mobile
R0235,CR8396,C1015,Kumar Mehta,kumarmehta@gmail.com,9.16543E+11,Bangalore,"Flat 73, Block A, Bangalore",P1100,Yoga Mat,Beauty,DealHub,2,7111.86,22.14,102,11176.59,Debit Card,Cancelled,20-03-2025,2,FREESHIP,Mobile
R0236,CR8339,C1079,Sneha Patel,snehapatel@mail.in,9.18846E+11,Noida,"Flat 433, Block A, Noida",P1099,Yoga Mat,Electronics,MegaMart,1,254.8,9.06,142,373.72,Debit Card,Delivered,18-04-2025,2,NEWUSER10,Mobile
R0237,CR1541,C1075,D. Kumar,dkumar@shop.in,9.19783E+11,Noida,"Flat 486, Block E, Noida",P3755,Lamp,Electronics,DealHub,4,13754.05,17.57,132,45481.85,COD,Cancelled,10-09-2025,1,FESTIVE20,Tablet
R0238,CR1767,C1055,Ravindra K.,ravindrak@shop.in,9.17527E+11,Kolkata,"Flat 393, Block B, Kolkata",P2468,Lamp,Electronics,DealHub,4,10966.66,24.66,95,33144.13,Debit Card,Delivered,26-05-2025,2,,Laptop
R0239,CR5651,C1021,D. Kumar,dkumar@ecom.in,9.18755E+11,Lucknow,"Flat 53, Block C, Lucknow",P3235,Yoga Mat,Electronics,MegaMart,4,6281.95,20.11,102,20176.6,Debit Card,Pending,21-02-2025,4,,Laptop
R0240,CR7875,C1068,Kumar M.,kumarm@ecom.in,9.19196E+11,Lucknow,"Flat 211, Block C, Lucknow",P1551,Yoga Mat,Books,MegaMart,3,7866.63,5.19,32,22407.06,UPI,Delivered,01-03-2025,2,,Mobile
R0241,CR7213,C1077,K. Mehta,kmehta@shop.in,9.18719E+11,Delhi,"Flat 241, Block B, Delhi",P2392,Lamp,Groceries,MegaMart,2,211.07,19.85,71,409.35,Net Banking,Pending,23-01-2025,,NEWUSER10,Laptop
R0242,CR6522,C1066,Sneha P.,snehap@shop.in,9.19467E+11,Chennai,"Flat 183, Block C, Chennai",P2544,Shirt,Clothing,ShopKart,1,14016.99,28.32,34,10081.38,UPI,Cancelled,27-08-2025,,FREESHIP,Mobile
R0243,CR9961,C1023,Kumar M.,kumarm@ecom.in,9.17284E+11,Chennai,"Flat 173, Block C, Chennai",P2429,Shirt,Books,EcomStore,2,3338.8,10.97,142,6087.07,Net Banking,Cancelled,11-09-2025,2,NEWUSER10,Tablet
R0244,CR1075,C1075,R. Kumar,rkumar@shop.in,9.16464E+11,Mumbai,"Flat 393, Block E, Mumbai",P1760,Face Cream,Home Decor,EcomStore,2,2261.67,18.01,43,3751.69,Net Banking,Delivered,27-01-2025,2,,Tablet
R0245,CR3739,C1044,R. Kumar,rkumar@mail.in,9.17742E+11,Delhi,"Flat 423, Block E, Delhi",P3162,Shirt,Beauty,EcomStore,3,2317.32,5.35,104,6684.03,UPI,Cancelled,07-02-2025,5,NEWUSER10,Laptop
R0246,CR4543,C1032,Sneha P.,snehap@mail.in,9.17001E+11,Bangalore,"Flat 261, Block E, Bangalore",P3962,Shirt,Electronics,ShopKart,3,9717.3,24.06,21,22158.95,COD,Delivered,03-06-2025,4,NEWUSER10,Tablet
R0247,CR4161,C1068,A. Sharma,asharma@mail.in,9.16929E+11,Kolkata,"Flat 384, Block B, Kolkata",P2612,Shirt,Books,DealHub,2,10511.97,7.42,68,19531.96,Credit Card,Pending,18-08-2025,1,FESTIVE20,Tablet
R0248,CR8799,C1033,Kumar Mehta,kumarmehta@ecom.in,9.17878E+11,Delhi,"Flat 186, Block E, Delhi",P3835,Lamp,Books,ShopKart,3,5246.31,25.14,32,11814.16,Debit Card,Delivered,22-01-2025,1,FREESHIP,Tablet
R0249,CR8734,C1000,Sneha Patel,snehapatel@shop.in,9.18702E+11,Chennai,"Flat 178, Block C, Chennai",P3275,Face Cream,Electronics,MegaMart,4,4284.04,23.28,136,13282.86,Net Banking,Delivered,03-06-2025,4,FESTIVE20,Tablet
R0250,CR6021,C1052,S. Patel,spatel@shop.in,9.17476E+11,Lucknow,"Flat 420, Block B, Lucknow",P1495,Cookbook,Groceries,EcomStore,1,4958.69,5.87,109,4776.61,Debit Card,Delivered,03-09-2025,4,FESTIVE20,Laptop
R0251,CR7261,C1073,Ravindra K.,ravindrak@ecom.in,9.16126E+11,Hyderabad,"Flat 271, Block D, Hyderabad",P1387,Lamp,Clothing,MegaMart,3,12772.07,18.32,122,31418.68,COD,Cancelled,18-05-2025,,FESTIVE20,Laptop
R0252,CR8111,C1042,Ravindra K.,ravindrak@gmail.com,9.16129E+11,Chennai,"Flat 188, Block D, Chennai",P3027,Yoga Mat,Home Decor,ShopKart,4,1112.78,16.25,120,3847.81,UPI,Cancelled,21-05-2025,2,FESTIVE20,Mobile
R0253,CR8637,C1034,R. Kumar,rkumar@shop.in,9.16343E+11,Lucknow,"Flat 262, Block C, Lucknow",P3897,Cookbook,Groceries,MegaMart,4,14074.72,22.3,23,43767.23,Credit Card,Pending,11-09-2025,4,,Tablet
R0254,CR3001,C1024,Diya K.,diyak@mail.in,9.18425E+11,Chennai,"Flat 481, Block A, Chennai",P2377,Lamp,Clothing,ShopKart,1,12017.11,22.68,91,9382.63,Net Banking,Cancelled,18-05-2025,,,Laptop
R0255,CR2214,C1067,Amit Sharma,amitsharma@shop.in,9.1729E+11,Kolkata,"Flat 366, Block B, Kolkata",P2897,Wireless Headphones,Clothing,ShopKart,4,6344.3,9.23,24,23058.88,Net Banking,Pending,19-09-2025,3,,Laptop
R0256,CR7400,C1032,Sanjay I.,sanjayi@shop.in,9.16815E+11,Lucknow,"Flat 492, Block E, Lucknow",P1378,Lamp,Clothing,ShopKart,3,1171.27,18.74,100,2955.32,Net Banking,Delivered,12-06-2025,5,FREESHIP,Tablet
R0257,CR2242,C1039,A. Sharma,asharma@mail.in,9.19236E+11,Kolkata,"Flat 463, Block E, Kolkata",P2333,Shirt,Clothing,ShopKart,3,5382.76,7.08,45,15049.98,UPI,Cancelled,17-03-2025,,FESTIVE20,Laptop
R0258,CR2469,C1035,R. Kumar,rkumar@mail.in,9.16635E+11,Chennai,"Flat 266, Block C, Chennai",P2676,Face Cream,Beauty,ShopKart,3,1405.81,9.83,112,3914.86,Credit Card,Cancelled,17-09-2025,1,NEWUSER10,Tablet
R0259,CR9648,C1076,Amit Sharma,amitsharma@gmail.com,9.18351E+11,Pune,"Flat 235, Block D, Pune",P2103,Lamp,Home Decor,EcomStore,4,9024.63,22.74,102,27991.72,Net Banking,Cancelled,07-07-2025,2,FESTIVE20,Laptop
R0260,CR4620,C1007,Sneha Patel,snehapatel@gmail.com,9.19448E+11,Noida,"Flat 333, Block E, Noida",P3668,Cookbook,Clothing,EcomStore,2,9087.91,18.25,88,14946.73,UPI,Cancelled,07-07-2025,,,Tablet
R0261,CR7777,C1042,K. Mehta,kmehta@mail.in,9.17992E+11,Bangalore,"Flat 376, Block E, Bangalore",P3908,Face Cream,Beauty,MegaMart,3,5413.02,26.41,144,12094.32,Credit Card,Cancelled,07-09-2025,2,FREESHIP,Laptop
R0262,CR2909,C1032,Ravindra K.,ravindrak@shop.in,9.18197E+11,Lucknow,"Flat 121, Block D, Lucknow",P2524,Shirt,Groceries,EcomStore,4,8380.02,7.87,45,30927.05,UPI,Cancelled,05-07-2025,2,FESTIVE20,Tablet
R0263,CR1837,C1061,Deepa Iyer,deepaiyer@shop.in,9.16173E+11,Pune,"Flat 212, Block B, Pune",P2067,Shirt,Groceries,ShopKart,3,4167.1,25.29,145,9484.72,COD,Cancelled,04-01-2025,2,FREESHIP,Laptop
R0264,CR1292,C1023,Sanjay I.,sanjayi@shop.in,9.18823E+11,Bangalore,"Flat 320, Block C, Bangalore",P3350,Lamp,Clothing,DealHub,4,12583.6,9.09,112,45871,Net Banking,Delivered,14-07-2025,1,NEWUSER10,Mobile
R0265,CR1028,C1065,Amit Sharma,amitsharma@ecom.in,9.1828E+11,Noida,"Flat 141, Block C, Noida",P3025,Cookbook,Electronics,DealHub,2,12026.42,17.71,127,19920.08,COD,Cancelled,07-02-2025,1,FREESHIP,Laptop
R0266,CR7941,C1070,Kumar Mehta,kumarmehta@ecom.in,9.18854E+11,Lucknow,"Flat 454, Block E, Lucknow",P2606,Face Cream,Books,MegaMart,3,13346.43,16.5,18,33450.81,Net Banking,Pending,17-06-2025,1,NEWUSER10,Mobile
R0267,CR6780,C1076,Amith S.,amiths@gmail.com,9.19958E+11,Hyderabad,"Flat 195, Block B, Hyderabad",P3765,Wireless Headphones,Electronics,EcomStore,2,11373,28.88,52,16228.96,Credit Card,Pending,02-09-2025,,NEWUSER10,Laptop
R0268,CR9002,C1062,S. Patel,spatel@ecom.in,9.18893E+11,Hyderabad,"Flat 413, Block D, Hyderabad",P1519,Wireless Headphones,Electronics,EcomStore,1,13706.47,26.84,149,10176.65,Credit Card,Cancelled,05-01-2025,2,NEWUSER10,Tablet
R0269,CR4264,C1059,K. Mehta,kmehta@shop.in,9.1777E+11,Pune,"Flat 356, Block D, Pune",P3602,Wireless Headphones,Clothing,ShopKart,1,1045,21.82,21,837.98,Credit Card,Delivered,19-08-2025,,NEWUSER10,Laptop
R0270,CR7214,C1014,S. Iyer,siyer@mail.in,9.17712E+11,Lucknow,"Flat 152, Block A, Lucknow",P3175,Cookbook,Electronics,MegaMart,4,10229.69,10.67,42,36594.73,UPI,Cancelled,10-04-2025,,FREESHIP,Mobile
R0271,CR1864,C1023,Kumar M.,kumarm@shop.in,9.18282E+11,Delhi,"Flat 290, Block A, Delhi",P3514,Yoga Mat,Home Decor,DealHub,1,13423.95,23.92,126,10338.94,Net Banking,Pending,18-04-2025,1,FESTIVE20,Laptop
R0272,CR4201,C1029,S. Iyer,siyer@mail.in,9.19071E+11,Bangalore,"Flat 163, Block C, Bangalore",P2564,Cookbook,Electronics,MegaMart,2,5715.33,13.79,130,9984.37,Net Banking,Pending,01-03-2025,5,FESTIVE20,Laptop
R0273,CR1370,C1036,Amit Sharma,amitsharma@ecom.in,9.17239E+11,Lucknow,"Flat 45, Block D, Lucknow",P1904,Face Cream,Groceries,MegaMart,4,2130.68,5.31,133,8203.16,UPI,Pending,16-07-2025,5,,Mobile
R0274,CR1832,C1041,Amit Sharma,amitsharma@ecom.in,9.183E+11,Lucknow,"Flat 132, Block E, Lucknow",P3691,Cookbook,Electronics,ShopKart,2,13350.29,16.05,32,22447.14,Debit Card,Cancelled,03-09-2025,1,FREESHIP,Mobile
R0275,CR8727,C1027,Amith S.,amiths@mail.in,9.18892E+11,Kolkata,"Flat 236, Block A, Kolkata",P2185,Face Cream,Beauty,ShopKart,1,9053.17,20.05,36,7274.01,Debit Card,Delivered,04-04-2025,5,FREESHIP,Laptop
R0276,CR9974,C1027,Sneha Patel,snehapatel@shop.in,9.17657E+11,Delhi,"Flat 295, Block E, Delhi",P2806,Shirt,Beauty,ShopKart,4,13146.26,28.47,123,37737.08,Credit Card,Pending,10-07-2025,,,Mobile
R0277,CR9234,C1073,Kumar Mehta,kumarmehta@gmail.com,9.19572E+11,Mumbai,"Flat 197, Block A, Mumbai",P1559,Face Cream,Clothing,ShopKart,1,3686.38,28.31,24,2666.77,UPI,Delivered,23-06-2025,4,FESTIVE20,Laptop
R0278,CR7902,C1067,Sneha P.,snehap@shop.in,9.18886E+11,Mumbai,"Flat 147, Block C, Mumbai",P2162,Cookbook,Books,DealHub,4,13738.29,9.17,73,49986.96,Debit Card,Pending,14-09-2025,3,FREESHIP,Laptop
R0279,CR3463,C1053,Sneha P.,snehap@shop.in,9.18383E+11,Lucknow,"Flat 278, Block A, Lucknow",P1530,Yoga Mat,Clothing,ShopKart,4,4689.79,14.82,65,16044.05,Debit Card,Delivered,09-03-2025,5,FREESHIP,Mobile
R0280,CR3465,C1048,R. Kumar,rkumar@mail.in,9.17971E+11,Kolkata,"Flat 132, Block C, Kolkata",P1381,Yoga Mat,Books,MegaMart,2,1772.92,26.05,74,2696.15,COD,Delivered,18-03-2025,4,FREESHIP,Laptop
R0281,CR6166,C1043,A. Sharma,asharma@shop.in,9.16698E+11,Delhi,"Flat 142, Block C, Delhi",P3568,Lamp,Groceries,ShopKart,4,14672.23,10.01,34,52848.16,COD,Cancelled,08-04-2025,4,FREESHIP,Laptop
R0282,CR3399,C1032,Kumar Mehta,kumarmehta@mail.in,9.19127E+11,Kolkata,"Flat 476, Block B, Kolkata",P3135,Wireless Headphones,Electronics,ShopKart,1,4895.44,24.16,9,3721.7,COD,Pending,01-09-2025,,NEWUSER10,Tablet
R0283,CR7300,C1061,K. Mehta,kmehta@mail.in,9.18981E+11,Pune,"Flat 289, Block C, Pune",P2550,Yoga Mat,Beauty,MegaMart,3,12669.81,14.05,61,32730.11,Net Banking,Pending,14-06-2025,1,FESTIVE20,Tablet
R0284,CR5890,C1074,R. Kumar,rkumar@shop.in,9.19153E+11,Pune,"Flat 176, Block E, Pune",P3675,Cookbook,Electronics,MegaMart,3,1434.01,28.21,104,3192.43,Debit Card,Cancelled,07-01-2025,1,FREESHIP,Mobile
R0285,CR1652,C1039,K. Mehta,kmehta@gmail.com,9.17395E+11,Noida,"Flat 167, Block B, Noida",P3689,Wireless Headphones,Home Decor,DealHub,1,13557.62,6.83,63,12694.63,Net Banking,Delivered,04-06-2025,1,FESTIVE20,Tablet
R0286,CR2232,C1024,Sanjay Iyer,sanjayiyer@ecom.in,9.18256E+11,Mumbai,"Flat 94, Block D, Mumbai",P3031,Cookbook,Beauty,ShopKart,4,8944.07,17.64,125,29590.34,Debit Card,Pending,03-09-2025,4,,Mobile
R0287,CR1909,C1062,A. Sharma,asharma@gmail.com,9.19606E+11,Noida,"Flat 400, Block B, Noida",P3990,Shirt,Groceries,ShopKart,4,6860.77,13.45,71,23822.99,Debit Card,Pending,23-03-2025,1,,Tablet
R0288,CR4653,C1075,Diya K.,diyak@gmail.com,9.18037E+11,Lucknow,"Flat 237, Block C, Lucknow",P3234,Lamp,Clothing,ShopKart,3,1545.84,28.08,27,3362.3,Credit Card,Delivered,18-05-2025,,FREESHIP,Mobile
R0289,CR5537,C1032,S. Iyer,siyer@mail.in,9.19746E+11,Kolkata,"Flat 67, Block B, Kolkata",P1298,Cookbook,Beauty,ShopKart,4,4803.34,13.17,105,16787.96,COD,Cancelled,12-08-2025,,,Tablet
R0290,CR1773,C1031,Kumar Mehta,kumarmehta@shop.in,9.19471E+11,Pune,"Flat 234, Block C, Pune",P3360,Cookbook,Electronics,EcomStore,3,11096.56,24.36,34,25214.31,Credit Card,Delivered,02-04-2025,1,FREESHIP,Tablet
R0291,CR9978,C1020,Ravi Kumar,ravikumar@mail.in,9.18315E+11,Pune,"Flat 26, Block B, Pune",P1603,Cookbook,Books,ShopKart,4,969.1,26.49,77,2926.54,Net Banking,Pending,13-08-2025,3,,Tablet
R0292,CR9741,C1055,Sanjay Iyer,sanjayiyer@mail.in,9.18664E+11,Mumbai,"Flat 89, Block A, Mumbai",P1709,Yoga Mat,Books,EcomStore,1,11409.89,23.94,102,8780.36,UPI,Cancelled,09-04-2025,5,FREESHIP,Tablet
R0293,CR6499,C1023,Sanjay I.,sanjayi@shop.in,9.19144E+11,Kolkata,"Flat 472, Block B, Kolkata",P3040,Cookbook,Groceries,MegaMart,1,9252.5,19.14,56,7537.57,Credit Card,Cancelled,15-09-2025,,NEWUSER10,Tablet
R0294,CR5490,C1073,Amith S.,amiths@shop.in,9.18471E+11,Noida,"Flat 399, Block B, Noida",P2559,Lamp,Beauty,MegaMart,4,4410.78,6.18,90,16642.78,Debit Card,Delivered,04-08-2025,5,NEWUSER10,Mobile
R0295,CR1256,C1064,K. Mehta,kmehta@mail.in,9.16679E+11,Chennai,"Flat 175, Block C, Chennai",P1881,Shirt,Groceries,DealHub,3,13455.53,8.15,31,37107.71,Debit Card,Cancelled,17-02-2025,,NEWUSER10,Mobile
R0296,CR5515,C1060,Sanjay I.,sanjayi@gmail.com,9.19998E+11,Delhi,"Flat 268, Block E, Delhi",P2751,Lamp,Electronics,ShopKart,1,9713.09,19.69,130,7930.58,Credit Card,Cancelled,02-02-2025,1,,Mobile
R0297,CR4614,C1011,K. Mehta,kmehta@gmail.com,9.17042E+11,Hyderabad,"Flat 230, Block E, Hyderabad",P3421,Lamp,Clothing,ShopKart,4,14243.96,11.15,144,50767.03,Credit Card,Delivered,27-03-2025,,FESTIVE20,Mobile
R0298,CR4960,C1018,S. Iyer,siyer@ecom.in,9.16446E+11,Hyderabad,"Flat 438, Block A, Hyderabad",P1492,Wireless Headphones,Groceries,EcomStore,1,9369.61,21.89,111,7429.6,UPI,Cancelled,14-05-2025,1,FREESHIP,Mobile
R0299,CR2298,C1006,K. Mehta,kmehta@gmail.com,9.18045E+11,Pune,"Flat 85, Block E, Pune",P2672,Cookbook,Books,ShopKart,4,13533.43,21.85,107,42412.5,UPI,Pending,17-09-2025,3,FESTIVE20,Mobile
R0300,CR6899,C1022,Amith S.,amiths@ecom.in,9.19276E+11,Kolkata,"Flat 384, Block E, Kolkata",P1687,Lamp,Groceries,EcomStore,2,4317.61,6.54,18,8088.48,Credit Card,Cancelled,11-06-2025,1,NEWUSER10,Laptop
R0301,CR2074,C1052,S. Patel,spatel@ecom.in,9.16016E+11,Kolkata,"Flat 45, Block D, Kolkata",P3304,Cookbook,Books,ShopKart,4,8242.41,12.62,112,28920.87,Net Banking,Pending,15-08-2025,5,,Laptop
R0302,CR8400,C1022,Sneha Patel,snehapatel@ecom.in,9.16137E+11,Delhi,"Flat 131, Block C, Delhi",P3514,Cookbook,Electronics,ShopKart,4,2085.64,20.98,131,6723.29,Credit Card,Pending,27-02-2025,1,FESTIVE20,Tablet
R0303,CR7468,C1069,Sneha Patel,snehapatel@gmail.com,9.1636E+11,Delhi,"Flat 244, Block E, Delhi",P3837,Lamp,Electronics,ShopKart,3,5650.77,14.34,76,14597.35,Credit Card,Cancelled,06-03-2025,1,NEWUSER10,Mobile
R0304,CR7429,C1059,Kumar Mehta,kumarmehta@ecom.in,9.18262E+11,Delhi,"Flat 412, Block C, Delhi",P1598,Cookbook,Home Decor,ShopKart,2,6429.27,29.04,66,9190.42,COD,Cancelled,22-08-2025,5,NEWUSER10,Tablet
R0305,CR4133,C1030,Kumar M.,kumarm@mail.in,9.1984E+11,Noida,"Flat 197, Block B, Noida",P1633,Yoga Mat,Electronics,DealHub,3,5038.74,20.17,32,12099.28,Net Banking,Delivered,24-07-2025,2,FREESHIP,Laptop
R0306,CR6640,C1024,Diya K.,diyak@mail.in,9.19248E+11,Bangalore,"Flat 226, Block A, Bangalore",P2777,Face Cream,Home Decor,MegaMart,3,4229.16,14.6,88,10923.11,UPI,Delivered,07-05-2025,4,,Laptop
R0307,CR4872,C1030,Ravi Kumar,ravikumar@shop.in,9.18365E+11,Bangalore,"Flat 87, Block C, Bangalore",P2873,Yoga Mat,Beauty,DealHub,4,8054.29,11.38,120,28670.85,Credit Card,Cancelled,22-04-2025,2,,Laptop
R0308,CR9118,C1004,Deepa Iyer,deepaiyer@ecom.in,9.18349E+11,Hyderabad,"Flat 97, Block C, Hyderabad",P3708,Lamp,Electronics,ShopKart,1,10643.76,17.23,44,8853.84,Debit Card,Delivered,01-01-2025,4,FESTIVE20,Mobile
R0309,CR8829,C1015,Kumar Mehta,kumarmehta@shop.in,9.17442E+11,Kolkata,"Flat 168, Block C, Kolkata",P1689,Cookbook,Electronics,EcomStore,2,12641.36,26.19,79,18740.18,Credit Card,Cancelled,16-05-2025,1,,Laptop
R0310,CR6873,C1060,Kumar Mehta,kumarmehta@mail.in,9.16585E+11,Pune,"Flat 50, Block D, Pune",P3440,Face Cream,Clothing,MegaMart,1,11309.9,17.22,16,9378.34,Debit Card,Pending,05-03-2025,,FREESHIP,Tablet
R0311,CR3775,C1068,Diya K.,diyak@gmail.com,9.1893E+11,Noida,"Flat 436, Block B, Noida",P2503,Yoga Mat,Home Decor,EcomStore,2,8625.36,25.3,11,12897.29,Net Banking,Delivered,27-09-2025,,FREESHIP,Tablet
R0312,CR1849,C1074,S. Patel,spatel@gmail.com,9.17961E+11,Lucknow,"Flat 420, Block B, Lucknow",P1414,Face Cream,Home Decor,ShopKart,1,4150.11,28.24,66,3044.12,Net Banking,Cancelled,03-08-2025,5,FESTIVE20,Tablet
R0313,CR1502,C1059,D. Kumar,dkumar@gmail.com,9.163E+11,Hyderabad,"Flat 481, Block D, Hyderabad",P2100,Face Cream,Home Decor,ShopKart,2,9741.86,13.88,82,16861.38,Net Banking,Pending,09-03-2025,5,NEWUSER10,Laptop
R0314,CR6876,C1058,S. Iyer,siyer@shop.in,9.18278E+11,Pune,"Flat 368, Block E, Pune",P3497,Lamp,Books,ShopKart,3,7047.78,25.16,85,15908.68,Net Banking,Cancelled,09-08-2025,2,FESTIVE20,Tablet
R0315,CR8855,C1071,A. Sharma,asharma@shop.in,9.19836E+11,Delhi,"Flat 420, Block A, Delhi",P3696,Shirt,Electronics,EcomStore,4,7887.09,19.13,88,25601.16,COD,Pending,18-06-2025,4,,Tablet
R0316,CR2709,C1022,Sanjay Iyer,sanjayiyer@ecom.in,9.17743E+11,Pune,"Flat 321, Block E, Pune",P1559,Cookbook,Clothing,EcomStore,3,11292.84,20.76,140,26985.34,Debit Card,Pending,08-06-2025,4,NEWUSER10,Tablet
